drug_idx,mean_ic50
75,4.942448855296688
209,4.943393797384132
85,4.945546210844998
240,4.95512124269843
32,4.955121604174392
109,4.956167900367067
176,4.957827050587436
105,4.958081343474613
44,4.959603596935176
117,4.9614360223106
87,4.96259090605538
76,4.963912601964162
33,4.966764466092452
161,4.966832849745205
201,4.966838238000945
