drug_idx,mean_ic50
75,4.939706983898304
209,4.943746909877148
85,4.946701662877447
240,4.949890200345208
109,4.951788969463065
176,4.955506302509082
32,4.955693507029055
105,4.956037074414401
44,4.958351853697346
76,4.962845453420201
87,4.9639438612165625
117,4.965979183963021
219,4.966180032901963
1,4.966220157719604
124,4.967108935258411
